english_name,chinese_name,source_id,extra_json
2do Aru Koto wa Sando R (Japan),肥瘦大盗 2度归来  （日版）,SS#1,
2Tax Gold (Japan),两桶金  （日版）,SS#2,
3D Baseball (USA),3D棒球  （美版）,SS#3,
3D Baseball - The Majors (Japan),3D棒球 - THE MAJORS  （日版）,SS#4,
3D Lemmings (Europe),3D百战小旅鼠  （欧版）,SS#5,
3D Lemmings (Japan),3D百战小旅鼠  （日版）,SS#6,
3D Mission Shooting - Finalist (Japan),3D使命射击-入围  （日版）,SS#7,
3x3 Eyes - Kyuusei Koushu S (Japan) (Disc 1),3X3只眼 - 吸精公主 S  （日版） （光碟 1）,SS#8,
3x3 Eyes - Kyuusei Koushu S (Japan) (Disc 2),3X3只眼 - 吸精公主 S  （日版） （光碟 2）,SS#9,
3x3 Eyes - Kyuusei Koushu S (Japan) (Disc 3) (Special CD-ROM),3X3只眼 - 吸精公主 S  （日版） （光碟 3） (Special CD-ROM),SS#10,
6 Inch My Darling (Japan),我亲爱的6英寸  （日版）,SS#11,
"Actua Golf (Europe) (En,Fr,De)","阿克托高尔夫  （欧版） (En,Fr,De)",SS#12,
Actua Golf (Japan),阿克托高尔夫  （日版）,SS#13,
Actua Soccer (Japan),真实足球  （日版）,SS#14,
Actua Soccer - Club Edition (Europe),真实足球 - 俱乐部版  （欧版）,SS#15,
Advanced V.G. (Japan),少女格斗战.  （日版）,SS#16,
Advanced World War - Sennen Teikoku no Koubou - Last of the Millennium (Japan) (2M),高级大战略 - 千年帝国的兴亡  （日版） (2M),SS#17,
Advanced World War - Sennen Teikoku no Koubou - Last of the Millennium (Japan) (Rev B) (22M),高级大战略 - 千年帝国的兴亡  （日版） （修正版 B） (22M),SS#18,
AI Igo (Japan),AI围棋  （日版）,SS#19,
Ai Iijima Interactive Video Clip - Good Island Cafe (Japan),饭岛爱 - GOOD ISLAND CAFE  （日版）,SS#20,
AI Shougi (Japan),AI将棋  （日版）,SS#21,
AI Shougi 2 (Japan),AI将棋 2  （日版）,SS#22,
Air Management '96 (Japan),航空大亨96  （日版）,SS#23,
Airs Adventure (Japan),空中冒险  （日版）,SS#24,
Akumajou Dracula X - Gekka no Yasoukyoku (Japan) (2M),恶魔城X：月下之夜想曲  （日版） (2M),SS#25,
Albert Odyssey - Legend of Eldean (USA),亚鲁巴战记 - 艾尔丹传奇  （美版）,SS#26,
Albert Odyssey - Legend of Eldean (USA) (RE),亚鲁巴战记 - 艾尔丹传奇  （美版） (RE),SS#27,
Albert Odyssey Gaiden - Legend of Eldean (Japan) (1M),亚鲁巴战记 外传 - 艾尔丹传奇  （日版） (1M),SS#28,
Albert Odyssey Gaiden - Legend of Eldean (Japan) (2M),亚鲁巴战记 外传 - 艾尔丹传奇  （日版） (2M),SS#29,
Albert Odyssey Gaiden - Legend of Eldean (Japan) (3M),亚鲁巴战记 外传 - 艾尔丹传奇  （日版） (3M),SS#30,
Album Club (Mune Kyun) - St. Paulia Jogakuin (Japan),专辑俱乐部  (Mune Kyun) - St. Paulia Jogakuin （日版）,SS#31,
"Alien Trilogy (Europe) (En,Fr,Es,It) (4S)","异形  （欧版） (En,Fr,Es,It) (4S)",SS#32,
"Alien Trilogy (Europe) (En,Fr,Es,It) (7S)","异形  （欧版） (En,Fr,Es,It) (7S)",SS#33,
"Alien Trilogy (Europe) (En,Fr,Es,It) (Beta)","异形  （欧版） (En,Fr,Es,It) （测试版）",SS#34,
Alien Trilogy (Germany),异形  （德国版）,SS#35,
Alien Trilogy (Japan),异形  （日版）,SS#36,
Alien Trilogy (Japan) (Demo),异形  （日版） （演示版）,SS#37,
Alien Trilogy (USA),异形  （美版）,SS#38,
All-Star Baseball '97 Featuring Frank Thomas (USA),全明星棒球 '97 FEATURING FRANK THOMAS  （美版）,SS#39,
"Alone in the Dark - Jack Is Back (Europe) (En,Fr,De,Es,It)","鬼屋魔影 - 杰克归来  （欧版） (En,Fr,De,Es,It)",SS#40,
Alone in the Dark - One-Eyed Jack's Revenge (USA),鬼屋魔影  （美版）,SS#41,
Alone in the Dark 2 (Japan),鬼屋魔影 2  （日版）,SS#42,
Amagi Shien (Japan),天城紫苑 （日版）,SS#43,
America Oudan Ultra Quiz (Japan),横断美国问答  （日版）,SS#44,
"Amok (Europe) (En,Fr,De,Es,It,Nl)","杀人狂  （欧版） (En,Fr,De,Es,It,Nl)",SS#45,
Amok (Japan),杀人狂  （日版）,SS#46,
Amok (USA),杀人狂  （美版）,SS#47,
Andretti Racing (Europe),明星大赛  （欧版）,SS#48,
Andretti Racing (France),明星大赛  （法国版）,SS#49,
Andretti Racing (Germany),明星大赛  （德国版）,SS#50,
Andretti Racing (USA),明星大赛  （美版）,SS#51,
AnEarth Fantasy Stories - The First Volume (Japan),地球幻想故事  （日版）,SS#52,
Angel Graffiti S - Anata e no Profile (Japan),涂鸦天使S - 你的侧脸  （日版）,SS#53,
Angel Paradise Vol. 1 - Sakaki Yuko - Koi no Yokan in Hollywood (Japan),天使天堂 卷 1 - 坂木优子 - 恋爱的预感 在好莱坞  （日版）,SS#54,
Angel Paradise Vol. 2 - Yoshino Kimika - Isshoni I-ta-i in Hawaii (Japan),天使天堂 卷 2 - 吉野公佳 - 我们在一起 在夏威夷  （日版）,SS#55,
Angelique Duet (Japan),安琪莉可  （日版）,SS#56,
Angelique Special (Japan),安琪莉可 特别篇  （日版）,SS#57,
Angelique Special 2 (Japan),安琪莉可 特别篇2  （日版）,SS#58,
Another Memories (Japan),另一个回忆  （日版）,SS#59,
Aqua-world - Umi Monogatari (Japan),水世界 - 海美物语  （日版）,SS#60,
Aquazone - Desktop Life (Japan),电子鱼缸 桌面生活  （日版）,SS#61,
Aquazone - Desktop Life Option Disc Series 1 - Angel Fish (Japan) (Rev A),电子鱼缸 桌面生活 OPTION DISC SERIES 1 - ANGEL FISH  （日版） （修正版 A）,SS#62,
Aquazone - Desktop Life Option Disc Series 2 - Black Molly (Japan) (Rev A),电子鱼缸 桌面生活 OPTION DISC SERIES 2 - BLACK MOLLY  （日版） （修正版 A）,SS#63,
Aquazone - Desktop Life Option Disc Series 3 - Blue Emperor (Japan) (Rev A),电子鱼缸 桌面生活 OPTION DISC SERIES 3 - BLUE EMPEROR  （日版） （修正版 A）,SS#64,
Aquazone - Desktop Life Option Disc Series 4 - Clown Loach (Japan) (Rev A),电子鱼缸 桌面生活 OPTION DISC SERIES 4 - CLOWN LOACH  （日版） （修正版 A）,SS#65,
Aquazone - Desktop Life Option Disc Series 5 - False Rummy-Nose (Japan) (Rev A),电子鱼缸 桌面生活 OPTION DISC SERIES 5 - FALSE RUMMY-NOSE  （日版） （修正版 A）,SS#66,
Arcade Gears Vol. 1 - Pu-Li-Ru-La (Japan),街机游戏 卷 1 - 普利路拉  （日版）,SS#67,
Arcade Gears Vol. 2 - Gun Frontier (Japan),街机游戏 卷 2 - 枪之国度  （日版）,SS#68,
Arcade Gears Vol. 3 - Wonder 3 (Japan),街机游戏 卷 3 - 奇迹 3  （日版）,SS#69,
Arcade Gears Vol. 4 - ImageFight & XMultiply (Japan),街机游戏 卷 4 - 梦幻战机&再生战机  （日版）,SS#70,
Arcade's Greatest Hits (USA),大型街机合集  （美版）,SS#71,
Arcade's Greatest Hits - The Atari Collection 1 (Europe),街机的点击：雅达利收藏1  （欧版）,SS#72,
Arcade's Greatest Hits - The Atari Collection 1 (USA),街机的点击：雅达利收藏1  （美版）,SS#73,
Arcana Strikes (Japan),阿尔卡娜风暴  （日版）,SS#74,
"Area 51 (Europe) (En,Fr,De,Es)","51区  （欧版） (En,Fr,De,Es)",SS#75,
Area 51 (Japan),51区  （日版）,SS#76,
Area 51 (USA),51区  （美版）,SS#77,
Area 51 (USA) (Beta),51区  （美版） （测试版）,SS#78,
Arthur to Astaroth no Nazo Makaimura - Incredible Toons (Japan),谜之魔界村 - INCREDIBLE TOONS  （日版）,SS#79,
Assault Rigs (Japan),攻击炮塔  （日版）,SS#80,
Assault Suit Leynos 2 (Japan),重装机兵雷亚斯  （日版）,SS#81,
Astal (USA) (1S),阿斯特拉  （美版） (1S),SS#82,
Astal (USA) (2S),阿斯特拉  （美版） (2S),SS#83,
Astal (USA) (3S),阿斯特拉  （美版） (3S),SS#84,
Astra Superstars (Japan),阿斯特拉超级之星  （日版）,SS#85,
Asuka 120% Limited - Burning Fest. Limited (Japan),飞鸟120% - 燃烧的季节. LIMITED  （日版）,SS#86,
Athlete Kings (Europe),运动员之王  （欧版）,SS#87,
"Atlantis - The Lost Tales (Europe) (En,De,Es) (Disc 1)","亚特兰蒂斯 - 失落的传说  （欧版） (En,De,Es) （光碟 1）",SS#88,
"Atlantis - The Lost Tales (Europe) (En,De,Es) (Disc 2)","亚特兰蒂斯 - 失落的传说  （欧版） (En,De,Es) （光碟 2）",SS#89,
Atlantis - The Lost Tales (France) (Disc 1),亚特兰蒂斯 - 失落的传说  （法国版） （光碟 1）,SS#90,
Atlantis - The Lost Tales (France) (Disc 2),亚特兰蒂斯 - 失落的传说  （法国版） （光碟 2）,SS#91,
Ayakashi Ninden Kunoichiban Plus (Japan) (Disc 1),魂兽女忍传一番 加强版  （日版） （光碟 1）,SS#92,
Ayakashi Ninden Kunoichiban Plus (Japan) (Disc 2),魂兽女忍传一番 加强版  （日版） （光碟 2）,SS#93,
Ayrton Senna Personal Talk - Message for the Future (Japan),艾尔顿 塞纳 私人谈话 - 未来的信息  （日版）,SS#94,
Azel - Panzer Dragoon RPG (Japan) (Demo),铁甲飞龙RPG  （日版） （演示版）,SS#95,
Azel - Panzer Dragoon RPG (Japan) (Disc 1) (1M),铁甲飞龙RPG  （日版） （光碟 1） (1M),SS#96,
Azel - Panzer Dragoon RPG (Japan) (Disc 1) (2M),铁甲飞龙RPG  （日版） （光碟 1） (2M),SS#97,
Azel - Panzer Dragoon RPG (Japan) (Disc 2) (2M),铁甲飞龙RPG  （日版） （光碟 2） (2M),SS#98,
Azel - Panzer Dragoon RPG (Japan) (Disc 3) (1M),铁甲飞龙RPG  （日版） （光碟 3） (1M),SS#99,
Azel - Panzer Dragoon RPG (Japan) (Disc 3) (2M),铁甲飞龙RPG  （日版） （光碟 3） (2M),SS#100,
"Azel - Panzer Dragoon RPG (Japan) (Disc 4) (2M, 3M)","铁甲飞龙RPG  （日版） （光碟 4） (2M, 3M)",SS#101,
BackGuiner - Yomigaeru Yuusha-tachi - Hishou-hen - Uragiri no Senjou (Japan) (Disc 1),归来的盖那 - 苏醒勇者列传 - 飞翔篇 - 虚空之战场  （日版） （光碟 1）,SS#102,
BackGuiner - Yomigaeru Yuusha-tachi - Hishou-hen - Uragiri no Senjou (Japan) (Disc 2),归来的盖那 - 苏醒勇者列传 - 飞翔篇 - 虚空之战场  （日版） （光碟 2）,SS#103,
BackGuiner - Yomigaeru Yuusha-tachi - Kakusei-hen - Guiner Tensei (Japan) (Disc 1),归来的盖那 - 苏醒勇者列传 - 觉醒篇 - ガイナー転生  （日版） （光碟 1）,SS#104,
BackGuiner - Yomigaeru Yuusha-tachi - Kakusei-hen - Guiner Tensei (Japan) (Disc 2),归来的盖那 - 苏醒勇者列传 - 觉醒篇 - ガイナー転生  （日版） （光碟 2）,SS#105,
Baku Baku Animal - Sekai Shiiku Gakari Senshuken (Japan),爆裂方块 - 世界动物园管理员大赛  （日版）,SS#106,
Baku Baku Animal - Sekai Shiiku Gakari Senshuken (Japan) (Rev A),爆裂方块 - 世界动物园管理员大赛  （日版） （修正版 A）,SS#107,
Baku Baku Animal - World Zookeeper Contest (Europe),爆裂方块 - 世界动物园管理员大赛  （欧版）,SS#108,
Baku Baku Animal - World Zookeeper Contest (USA),爆裂方块 - 世界动物园管理员大赛  （美版）,SS#109,
Bakuretsu Hunter (Japan) (Disc 1),爆裂猎人  （日版） （光碟 1）,SS#110,
Bakuretsu Hunter (Japan) (Disc 2) (Omake CD),爆裂猎人  （日版） （光碟 2） (Omake CD),SS#111,
Bakuretsu Hunter R (Japan),爆裂猎人 R  （日版）,SS#112,
Bakushou!! All Yoshimoto Quiz-ou Kettei-sen DX (Japan),爆笑!! 吉本猜谜王决定战 DX  （日版）,SS#113,
Baldy Land (Japan),秃子岛  （日版）,SS#114,
Baroque (Japan),巴洛克  （日版）,SS#115,
Baroque Report - CD Data File (Japan),巴洛克数字设定集  （日版）,SS#116,
Bases Loaded '96 - Double Header (USA),满垒96  （美版）,SS#117,
Batman Forever - The Arcade Game (Europe),永远的蝙蝠侠：街机版  （欧版）,SS#118,
Batman Forever - The Arcade Game (Japan),永远的蝙蝠侠：街机版  （日版）,SS#119,
Batman Forever - The Arcade Game (USA),永远的蝙蝠侠：街机版  （美版）,SS#120,
Batsugun (Japan),惩罚之枪  （日版）,SS#121,
Battle Arena Toshinden Remix (Europe),斗神传 REMIX  （欧版）,SS#122,
Battle Arena Toshinden Remix (USA),斗神传 REMIX  （美版）,SS#123,
Battle Arena Toshinden URA - Ultimate Revenge Attack (Europe),斗神传 URA - 终极复仇攻击  （欧版）,SS#124,
Battle Arena Toshinden URA - Ultimate Revenge Attack (Europe) (Beta),斗神传 URA - 终极复仇攻击  （欧版） （测试版）,SS#125,
Battle Arena Toshinden URA - Ultimate Revenge Attack (USA),斗神传 URA - 终极复仇攻击  （美版）,SS#126,
Battle Athletess Daiundoukai (Japan),大运动会  （日版）,SS#127,
Battle Garegga (Japan),空战之路  （日版）,SS#128,
Battle Monsters (Europe),战争机器怪物  （欧版）,SS#129,
Battle Monsters (Japan),战争机器怪物  （日版）,SS#130,
Battle Monsters (USA),战争机器怪物  （美版）,SS#131,
"Battle Stations (Europe) (En,Fr,De)","战斗前线  （欧版） (En,Fr,De)",SS#132,
Battle Stations (USA),战斗前线  （美版）,SS#133,
BattleSport (USA),战斗运动  （美版）,SS#134,
Beach de Riichi! (Japan),海辺でリーチ  （日版）,SS#135,
Bedlam (USA) (Proto),疯人院  （美版） （工程版）,SS#136,
Big Ichigeki! Pachi-Slot Daikouryaku - Universal Museum (Japan) (1M),大一击!柏青哥大攻略 - 环球博物馆  （日版） (1M),SS#137,
Big Ichigeki! Pachi-Slot Daikouryaku - Universal Museum (Japan) (Rev A) (10M),大一击!柏青哥大攻略 - 环球博物馆  （日版） （修正版 A） (10M),SS#138,
Big Thanks - Super Keirin - Dream with Keirin 50 Years (Japan),非常感谢 - 超级凯林 - 和凯林一起梦想50年 （日版）,SS#139,
Bio Hazard (Japan),生化危机  （日版）,SS#140,
Bishoujo Hanafuda Kikou - Michinoku Hitou Koi Monogatari Special (Japan),美少女花札紀行 みちのく秘湯戀物語 （日版）,SS#141,
Bishoujo Senshi Sailor Moon SuperS - Various Emotion (Japan),美少女战士ＳＵＰＥＲＳ - VARIOUS EMOTION  （日版）,SS#142,
Black Dawn (Europe),黑暗堕落  （欧版）,SS#143,
Black Dawn (Japan),黑暗堕落  （日版）,SS#144,
Black Dawn (USA),黑暗堕落  （美版）,SS#145,
Black-Matrix (Japan),黑色细胞  （日版）,SS#146,
Black-Matrix (Japan) (Rerelease),黑色细胞  （日版） （再发行版）,SS#147,
BlackFire (Europe),黑火  （欧版）,SS#148,
BlackFire (Japan),黑火  （日版）,SS#149,
BlackFire (USA) (2S),黑火  （美版） (2S),SS#150,
BlackFire (USA) (3S),黑火  （美版） (3S),SS#151,
Blam! Machinehead (Europe),机械首脑  （欧版）,SS#152,
Blam! Machinehead (France),机械首脑  （法国版）,SS#153,
Blam! Machinehead (Germany),机械首脑  （德国版）,SS#154,
Blam! Machinehead (Japan),机械首脑  （日版）,SS#155,
"Blast Chamber (Europe) (En,Fr,De,Es,It)","爆破  （欧版） (En,Fr,De,Es,It)",SS#156,
Blast Chamber (USA),爆破  （美版）,SS#157,
Blast Wind (Japan),暴风战机  （日版）,SS#158,
Blazing Dragons (Europe),雷龙  （欧版）,SS#159,
Blazing Dragons (France),雷龙  （法国版）,SS#160,
Blazing Dragons (Germany),雷龙  （德国版）,SS#161,
Blazing Dragons (USA),雷龙  （美版）,SS#162,
Blazing Heroes (USA),炽热的英雄  （美版）,SS#163,
Blood Factory (Japan),血腥工厂  （日版）,SS#164,
Blue Breaker - Ken yori mo Hohoemi o (Japan),蓝色破坏者 - 剑的微笑  （日版）,SS#165,
Blue Breaker - Ken yori mo Hohoemi o (Japan) (Demo),蓝色破坏者 - 剑的微笑  （日版） （演示版）,SS#166,
Blue Seed - Kushinada Hirokuden (Japan),碧奇魂 - 奇稻田密录传  （日版）,SS#167,
Bomberman Wars (Japan),炸弹人战争  （日版）,SS#168,
"Bootleg Sampler (Europe) (Made in EU, Made in Japan)","私制光盘演示  （欧版） (Made in EU, Made in Japan)",SS#169,
Bootleg Sampler (Europe) (Made in USA),私制光盘演示  （欧版） (Made in USA),SS#170,
Bootleg Sampler (USA),私制光盘演示  （美版）,SS#171,
Bootleg Sampler (USA) (15S),私制光盘演示  （美版） (15S),SS#172,
"Bootleg Sampler (USA) (8S, 9S, 17S)","私制光盘演示  （美版） (8S, 9S, 17S)",SS#173,
Bootleg Sampler (USA) (Rev A) (1S),私制光盘演示  （美版） （修正版 A） (1S),SS#174,
Bootleg Sampler (USA) (Rev A) (2S),私制光盘演示  （美版） （修正版 A） (2S),SS#175,
Bottom of the 9th (USA),绝境棒球  （美版）,SS#176,
Bouken Katsugeki Monomono (Japan),冒険活劇モノモノ  （日版）,SS#177,
Bouken Katsugeki Monomono (Japan) (Demo),冒険活劇モノモノ  （日版） （演示版）,SS#178,
Brain Battle Q (Japan),智力战争Q  （日版）,SS#179,
BrainDead 13 (Japan),新空房禁地13  （日版）,SS#180,
BrainDead 13 (USA),新空房禁地13  （美版）,SS#181,
"Break Point (Europe) (En,Fr)","断点  （欧版） (En,Fr)",SS#182,
Break Point (Japan),断点  （日版）,SS#183,
Break Point Tennis (USA),断点 网球  （美版）,SS#184,
BreakThru! (Japan),突破!  （日版）,SS#185,
Bubble Bobble also featuring Rainbow Islands (Europe),泡泡龙：彩虹岛  （欧版）,SS#186,
Bubble Bobble also featuring Rainbow Islands (USA),泡泡龙：彩虹岛  （美版）,SS#187,
Bubble Symphony (Japan),泡泡龙交响曲  （日版）,SS#188,
Bug Too! (Europe),虫虫历险记  （欧版）,SS#189,
Bug Too! (USA),虫虫历险记  （美版）,SS#190,
"Bug Too! Motto Motto Jump Shite, Funzukechatte, Petchanko (Japan)","虫虫历险记 MOTTO MOTTO JUMP SHITE, FUNZUKECHATTE, PETCHANKO  （日版）",SS#191,
Bug! (Europe),BUG虫虫历险记  （欧版）,SS#192,
Bug! (USA),BUG虫虫历险记  （美版）,SS#193,
Bug! (USA) (Demo) (1S),BUG虫虫历险记  （美版） （演示版） (1S),SS#194,
Bug! (USA) (Demo) (3S),BUG虫虫历险记  （美版） （演示版） (3S),SS#195,
Bug! (USA) (R),BUG虫虫历险记  （美版） (R),SS#196,
"Bug! Jump Shite, Funzukechatte, Petchanko (Japan)","BUG虫虫历险记 JUMP SHITE, FUNZUKECHATTE, PETCHANKO  （日版）",SS#197,
Bulk Slash (Japan),巨大之剑  （日版）,SS#198,
Burning Rangers (Europe),救火奇兵  （欧版）,SS#199,
Burning Rangers (Japan),救火奇兵  （日版）,SS#200,
Burning Rangers (Japan) (Demo),救火奇兵  （日版） （演示版）,SS#201,
Burning Rangers (Japan) (Proto),救火奇兵  （日版） （工程版）,SS#202,
Burning Rangers (USA),救火奇兵  （美版）,SS#203,
Bust-A-Move 2 - Arcade Edition (Europe),泡泡龙2-街机版  （欧版）,SS#204,
Bust-A-Move 2 - Arcade Edition (USA),泡泡龙2-街机版  （美版）,SS#205,
Bust-A-Move 3 (Europe),泡泡龙 3  （欧版）,SS#206,
Bust-A-Move 3 (USA),泡泡龙 3  （美版）,SS#207,
Can Can Bunny Extra (Japan),首映日EX  （日版）,SS#208,
Can Can Bunny Premiere (Japan) (1M),首映日  （日版） (1M),SS#209,
Can Can Bunny Premiere 2 (Japan) (Disc 1),首映日2  （日版） （光碟 1）,SS#210,
Can Can Bunny Premiere 2 (Japan) (Disc 1) (Rev A),首映日2  （日版） （光碟 1） （修正版 A）,SS#211,
Can Can Bunny Premiere 2 (Japan) (Disc 2) (Can Bani Himekuri Calendar),首映日2  （日版） （光碟 2） (Can Bani Himekuri Calendar),SS#212,
Can Can Bunny Premiere 2 (Japan) (Disc 2) (Can Bani Himekuri Calendar) (Hibaihin),首映日2  （日版） （光碟 2） (Can Bani Himekuri Calendar) (Hibaihin),SS#213,
Capcom Generation - Dai-1-shuu Gekitsuiou no Jidai (Japan),卡普空时代 - 第1集 -击坠王的时代  （日版）,SS#214,
Capcom Generation - Dai-2-shuu Makai to Kishi (Japan),卡普空时代 - 第2集 -魔界的骑士  （日版）,SS#215,
Capcom Generation - Dai-3-shuu Koko ni Rekishi Hajimaru (Japan),卡普空时代 - 第3集 -历史从这里开始  （日版）,SS#216,
Capcom Generation - Dai-4-shuu Kokou no Eiyuu (Japan),卡普空时代 - 第4集 -孤高的英雄  （日版）,SS#217,
Capcom Generation - Dai-5-shuu Kakutouka-tachi (Japan),卡普空时代 - 第5集 -街头霸王  （日版）,SS#218,
"Casper (Europe) (En,Fr,De)","鬼马小精灵  （欧版） (En,Fr,De)",SS#219,
Casper (Japan),鬼马小精灵  （日版）,SS#220,
Casper (USA),鬼马小精灵  （美版）,SS#221,
Cat the Ripper - 13Ninme no Tanteishi (Japan),第十三名侦探  （日版）,SS#222,
Center Ring Boxing (USA),中环拳击  （美版）,SS#223,
"Chaos Control (Europe) (En,Fr,De)","混沌控制  （欧版） (En,Fr,De)",SS#224,
"Chaos Control (Europe) (En,Fr,De) (Beta)","混沌控制  （欧版） (En,Fr,De) （测试版）",SS#225,
Chaos Control (Japan),混沌控制  （日版）,SS#226,
Chaos Control Remix (Japan),混沌控制 REMIX  （日版）,SS#227,
Chibi Maruko-chan no Taisen Puzzle-dama (Japan),樱桃小丸子 对战解谜方块  （日版）,SS#228,
Chisato Moritaka - Watarase Bashi & Lala Sunshine (Japan) (Disc 1),森高千里　渡良瀬橋  （日版） （光碟 1）,SS#229,
Chisato Moritaka - Watarase Bashi & Lala Sunshine (Japan) (Disc 2),森高千里　渡良瀬橋  （日版） （光碟 2）,SS#230,
Choro Q Park (Japan),Q版赛车公园  （日版）,SS#231,
Chou Aniki - Kyuukyoku... Otoko no Gyakushuu (Japan),超兄贵 - 究极... 男的逆袭  （日版）,SS#232,
Chou Jikuu Yousai Macross - Ai Oboete Imasu ka (Japan) (Disc 1),超时空要塞 - 可曾记得爱  （日版） （光碟 1）,SS#233,
Chou Jikuu Yousai Macross - Ai Oboete Imasu ka (Japan) (Disc 2),超时空要塞 - 可曾记得爱  （日版） （光碟 2）,SS#234,
Christmas NiGHTS into Dreams... (Europe),圣诞夜之梦...  （欧版）,SS#235,
Christmas NiGHTS into Dreams... (Japan) (Rev A),圣诞夜之梦...  （日版） （修正版 A）,SS#236,
Christmas NiGHTS into Dreams... (USA),圣诞夜之梦...  （美版）,SS#237,
Cleaning Kit for Sega Saturn (USA),世嘉土星清洁套件  （美版）,SS#238,
Cleopatra Fortune (Japan),埃及女王的财宝/宝石俄罗斯  （日版）,SS#239,
ClockWerx (Japan),时钟机关之星  （日版）,SS#240,
Clockwork Knight - Pepperouchau no Daibouken Gekan (Japan) (2M),发条骑士 - ～ペパルーチョの大冒険・下巻～  （日版） (2M),SS#241,
Clockwork Knight - Pepperouchau no Daibouken Joukan (Japan),发条骑士 - ～ペパルーチョの大冒険・上巻～  （日版）,SS#242,
Clockwork Knight - Pepperouchau no Fukubukuro (Japan),发条骑士 - ペパルーチョの福袋  （日版）,SS#243,
Clockwork Knight - Pepperouchau's Adventure (Europe),发条骑士 - ペパルーチョの大冒険  （欧版）,SS#244,
Clockwork Knight - Pepperouchau's Adventure (USA),发条骑士 - ペパルーチョの大冒険  （美版）,SS#245,
Clockwork Knight 2 - Pepperouchau's Adventure (Europe) (2S),发条骑士 2 - ペパルーチョの大冒険  （欧版） (2S),SS#246,
Clockwork Knight 2 - Pepperouchau's Adventure (Europe) (3S),发条骑士 2 - ペパルーチョの大冒険  （欧版） (3S),SS#247,
Clockwork Knight 2 - Pepperouchau's Adventure (USA) (Beta),发条骑士 2 - ペパルーチョの大冒険  （美版） （测试版）,SS#248,
"Clockwork Knight 2 - Pepperouchau's Adventure (USA, Brazil)","发条骑士 2 - ペパルーチョの大冒険  (USA, Brazil)",SS#249,
"Clockwork Knight Puzzle - Pengin War (Japan) (En,Ja) (Beta)","钟表骑士 （日版） (En,Ja) （测试版）",SS#250,
Code R (Japan),代码R  （日版）,SS#251,
Code R (Japan) (Demo),代码R  （日版） （演示版）,SS#252,
College Slam (USA),大学篮球  （美版）,SS#253,
"Command & Conquer (Europe) (En,Fr,De) (Disc 1) (GDI)","命令与征服  （欧版） (En,Fr,De) （光碟 1） (GDI)",SS#254,
"Command & Conquer (Europe) (En,Fr,De) (Disc 2) (NOD)","命令与征服  （欧版） (En,Fr,De) （光碟 2） (NOD)",SS#255,
Command & Conquer (France) (Disc 1) (GDI),命令与征服  （法国版） （光碟 1） (GDI),SS#256,
Command & Conquer (France) (Disc 2) (NOD),命令与征服  （法国版） （光碟 2） (NOD),SS#257,
Command & Conquer (Japan) (Disc 1) (GDI Disc),命令与征服  （日版） （光碟 1） (GDI Disc),SS#258,
Command & Conquer (Japan) (Disc 2) (NOD Disc),命令与征服  （日版） （光碟 2） (NOD Disc),SS#259,
Command & Conquer (USA) (Disc 1) (GDI Disc),命令与征服  （美版） （光碟 1） (GDI Disc),SS#260,
Command & Conquer (USA) (Disc 2) (NOD Disc),命令与征服  （美版） （光碟 2） (NOD Disc),SS#261,
Command & Conquer - Teil 1 - Der Tiberiumkonflikt (Germany) (Disc 1) (GDI),命令与征服 - 第一章 - 泰伯利亚冲突  （德国版） （光碟 1） (GDI),SS#262,
Command & Conquer - Teil 1 - Der Tiberiumkonflikt (Germany) (Disc 2) (NOD),命令与征服 - 第一章 - 泰伯利亚冲突  （德国版） （光碟 2） (NOD),SS#263,
Congo - The Movie - The Lost City of Zinj (USA),刚果电影版  （美版）,SS#264,
Contra - Legacy of War (USA),魂斗罗：战争的遗产  （美版）,SS#265,
"Conveni 2, The - Zenkoku Chain Tenkai da! (Japan)","便利店 2, 展开全国连锁!  （日版）",SS#266,
"Conveni, The - Ano Machi o Dokusen seyo (Japan)","便利店, 独占那条街的市场  （日版）",SS#267,
Core Demo Disc (Europe),核心演示光盘  （欧版）,SS#268,
Corpse Killer - Graveyard Edition (USA) (Disc 1) (R),僵尸杀手  （美版） （光碟 1） (R),SS#269,
Corpse Killer - Graveyard Edition (USA) (Disc 2),僵尸杀手  （美版） （光碟 2）,SS#270,
"Courier Crisis - The Saga of the Modern Fatalist (Europe) (En,Fr,De,It)","危机制造者 - 现代宿命论者的传奇  （欧版） (En,Fr,De,It)",SS#271,
Courier Crisis - The Saga of the Modern Fatalist (Japan),危机制造者 - 现代宿命论者的传奇  （日版）,SS#272,
Courier Crisis - The Saga of the Modern Fatalist (USA),危机制造者 - 现代宿命论者的传奇  （美版）,SS#273,
Creature Shock (Japan) (Disc 1),人体历险  （日版） （光碟 1）,SS#274,
Creature Shock (Japan) (Disc 2),人体历险  （日版） （光碟 2）,SS#275,
Creature Shock - Special Edition (USA) (Disc 1),人体历险 - 特别版  （美版） （光碟 1）,SS#276,
Creature Shock - Special Edition (USA) (Disc 2),人体历险 - 特别版  （美版） （光碟 2）,SS#277,
Crime Patrol (USA) (Proto),罪恶刑警  （美版） （工程版）,SS#278,
Crimewave (Europe) (Demo),犯罪高潮  （欧版） （演示版）,SS#279,
"Crimewave (Europe) (En,Fr,De,Es,It)","犯罪高潮  （欧版） (En,Fr,De,Es,It)",SS#280,
Crimewave (Japan),犯罪高潮  （日版）,SS#281,
